PolicyExecTime,NumTrajs,LossAfter,MeanKLBefore,ItrTime,dLoss,Iteration,AverageReturn,EnvExecTime,ExplainedVariance,MeanKL,MinReturn,Entropy,ProcessExecTime,Perplexity,MaxReturn,AverageDiscountedReturn,LossBefore,Time,StdReturn
1.6827645301818848,301,-0.0156604554504,-1.54955936971e-09,2.871853828430176,0.0156604781343,0,-48.6710963455,0.4531993865966797,2.20523599381e-11,0.00687638064846,-163,1.60841,0.06848788261413574,4.99488,-5,-43.9580725726,2.26839329542e-08,2.87185001373291,25.4949958309
1.6596224308013916,319,-0.0186150670052,-3.11801651165e-09,2.790807008743286,0.0186150597139,1,-45.6457680251,0.44350314140319824,0.264198382728,0.00609865691513,-157,1.60324,0.06699442863464355,4.96912,-5,-41.5058101798,-7.29123383891e-09,5.666284084320068,24.3224789785
1.7384698390960693,354,-0.00881356745958,-9.71885771861e-09,2.8792951107025146,0.00881358599743,2,-44.1073446328,0.4583110809326172,0.0294680589511,0.00591405062005,-275,1.60062,0.07194876670837402,4.95608,-5,-40.479967269,1.85378432604e-08,8.551078081130981,24.8101219152
1.7312867641448975,385,-0.0122339650989,2.64293587016e-09,2.828716993331909,0.0122339621507,3,-43.9272727273,0.4396336078643799,0.243301663012,0.00729811517522,-161,1.58732,0.06955242156982422,4.89063,-5,-40.8183355504,-2.94813551349e-09,11.384513139724731,20.5761154965
1.76570463180542,435,-0.0213320218027,1.8577476224e-09,2.879481077194214,0.0213320128596,4,-41.2068965517,0.4385874271392822,0.279280706581,0.00632178410888,-144,1.56086,0.07138466835021973,4.7629,-5,-38.6177957333,-8.94307561339e-09,14.269015073776245,18.6693786604
1.8351006507873535,490,-0.027117215097,1.98588132605e-08,2.9389779567718506,0.0271172219501,5,-40.4530612245,0.4397103786468506,0.347000164763,0.00702767679468,-144,1.52806,0.0739898681640625,4.60923,-5,-38.3131718632,6.85316337012e-09,17.211663007736206,17.1757672441
1.827063798904419,541,-0.0209627654403,-1.29683142003e-09,3.0345451831817627,0.0209627526688,6,-36.6635859519,0.44211506843566895,0.346793703891,0.00851835589856,-110,1.50106,0.07653021812438965,4.48643,-5,-34.9301073957,-1.27715731324e-08,20.252576112747192,15.3828992988
1.8216230869293213,545,-0.0298124905676,-2.93627184789e-08,2.9389209747314453,0.0298124761696,7,-36.1009174312,0.4429628849029541,0.378869851496,0.00729372957721,-90,1.46717,0.07583451271057129,4.33692,-5,-34.4320035341,-1.43980054546e-08,23.19597101211548,15.0056533409
1.803635597229004,591,-0.0302532352507,-1.11704423489e-08,2.9012489318847656,0.0302532240324,8,-31.7614213198,0.43979954719543457,0.29007810058,0.00704439962283,-122,1.43293,0.07774591445922852,4.19096,-5,-30.3865329618,-1.12183311529e-08,26.10322093963623,14.239275087
1.812098503112793,602,-0.0348111242056,1.04762576392e-09,2.9579918384552,0.0348111277061,9,-30.7408637874,0.4468667507171631,0.289866043246,0.00974719133228,-143,1.3931,0.07848787307739258,4.02731,-5,-29.4448725074,3.50055251452e-09,29.06660509109497,14.6978186027
1.7903077602386475,652,-0.0372772328556,8.95829721514e-09,2.8872029781341553,0.0372772339991,10,-28.8634969325,0.43854308128356934,0.376102844753,0.00983504485339,-97,1.34231,0.07980895042419434,3.82788,-5,-27.8035341588,1.14349441027e-09,31.95805597305298,13.1531126752
1.8244318962097168,694,-0.0380471907556,4.21200585521e-09,2.9357900619506836,0.0380471970499,11,-28.2132564841,0.4370880126953125,0.384684782116,0.00953057594597,-87,1.28989,0.0807502269744873,3.63239,-5,-27.2688179594,6.29425045418e-09,34.8984260559082,11.9946216358
1.823009967803955,698,-0.0467509888113,6.08866734808e-09,2.943617105484009,0.0467510208291,12,-27.7091690544,0.4393136501312256,0.436408891016,0.00723396195099,-85,1.23334,0.08215665817260742,3.43268,-5,-26.7894481092,3.20178443758e-08,37.84685707092285,11.9588574383
1.8362677097320557,743,-0.0522482916713,4.02577917669e-08,2.9584968090057373,0.0522482829946,13,-27.0444145357,0.4444286823272705,0.355505739412,0.00871969014406,-104,1.17293,0.08368444442749023,3.23144,-5,-26.217243609,-8.67670113536e-09,40.81071090698242,12.591497394
1.784355878829956,773,-0.0620138123631,-3.74763651223e-08,2.9153690338134766,0.0620137629484,14,-24.3298835705,0.43770408630371094,0.422649313591,0.00877291988581,-70,1.11335,0.08415532112121582,3.04455,-5,-23.6701866254,-4.94147478491e-08,43.7306649684906,10.6597913186
1.7956702709197998,781,-0.0693078935146,-1.57993316208e-08,2.9272050857543945,0.0693079039967,15,-23.6120358515,0.43990015983581543,0.428008680971,0.00736797321588,-58,1.05009,0.08496975898742676,2.8579,-5,-22.9903591838,1.04820321312e-08,46.66122603416443,10.4040920039
1.8434770107269287,779,-0.0804696381092,-1.3231749918e-08,2.96948504447937,0.0804696082355,16,-25.4967907574,0.4407660961151123,0.40123500619,0.0090004503727,-95,1.02722,0.08516430854797363,2.79329,-5,-24.8100015472,-2.98736750892e-08,49.63575005531311,11.0855433259
1.8819141387939453,772,-0.0413748547435,-8.43245739901e-09,3.0545849800109863,0.0413748724008,17,-26.7512953368,0.4469482898712158,0.414227270615,0.00602239556611,-114,1.04415,0.08642411231994629,2.84097,-5,-26.0206428994,1.76573244914e-08,52.69482207298279,11.9978543367
1.8643934726715088,760,-0.0288401450962,1.76953456332e-08,3.004987955093384,0.0288401105205,18,-27.3631578947,0.4419980049133301,0.409317221334,0.0073354523629,-80,1.05884,0.0850985050201416,2.88304,-5,-26.6139992058,-3.45756987485e-08,55.70395112037659,11.627653541
1.8482413291931152,805,-0.0280803255737,-9.32369381701e-09,2.989248037338257,0.028080360004,19,-25.3863354037,0.43821287155151367,0.368775572309,0.00805035699159,-126,1.01315,0.0857393741607666,2.75427,-5,-24.7175485581,3.44303074939e-08,58.69892692565918,11.3144139197
1.8149380683898926,823,-0.0259707905352,-9.31499677392e-09,2.9851109981536865,0.0259707651878,20,-23.8505467801,0.43891429901123047,0.402091799408,0.00764038134366,-65,0.978813,0.08599710464477539,2.66129,-5,-23.2296838105,-2.53474592427e-08,61.68969511985779,10.7359004857
1.7860691547393799,850,-0.00721912132576,1.45580756339e-08,2.9223530292510986,0.00721914777435,21,-22.0011764706,0.4415907859802246,0.390593726835,0.00981148146093,-54,0.914279,0.08827757835388184,2.49497,-5,-21.4536830863,2.64485926493e-08,64.6161630153656,10.0220344784
1.7756874561309814,831,-0.0317239798605,-1.19537100218e-08,2.934943914413452,0.0317239386618,22,-22.6064981949,0.43505024909973145,0.371003292058,0.00751289818436,-62,0.920598,0.09197616577148438,2.51079,-5,-21.9949070287,-4.11987315374e-08,67.55579996109009,10.3058127903
1.822535753250122,858,-0.0373173765838,-1.10245883533e-08,2.9789490699768066,0.0373174042548,23,-22.3741258741,0.44079017639160156,0.394090293732,0.00879432819784,-75,0.877886,0.08802032470703125,2.40581,-5,-21.7962342939,2.76710334646e-08,70.53948092460632,10.260642073
